nome,transfermarkt,instagram,facebook,twitter,wiki
Gianluigi Donnarumma,https://www.transfermarkt.it/gianluigi-donnarumma/profil/spieler/315858,https://www.instagram.com/gigiodonna99/,https://www.facebook.com/GigioDonnarumma/,https://twitter.com/gigiodonna1,https://en.wikipedia.org/wiki/Gianluigi_Donnarumma
Rúben Neves,https://www.transfermarkt.it/ruben-neves/profil/spieler/225161,https://www.instagram.com/rubendsneves/,https://www.facebook.com/rubendsneves/,https://twitter.com/rubendsneves_,https://en.wikipedia.org/wiki/Rúben_Neves
Gonçalo Guedes,https://www.transfermarkt.it/goncalo-guedes/profil/spieler/225122,https://www.instagram.com/goncaloguedes15/,https://www.facebook.com/OficialGuedes/,https://twitter.com/gguedesoficial,https://en.wikipedia.org/wiki/Gonçalo_Guedes
Alessio Romagnoli,https://www.transfermarkt.it/alessio-romagnoli/profil/spieler/197747,https://www.instagram.com/alessio.romagnoli/,https://www.facebook.com/AlessioRomagnoliOfficial/,,https://en.wikipedia.org/wiki/Alessio_Romagnoli
Andreas Christensen,https://www.transfermarkt.it/andreas-christensen/profil/spieler/196948,https://www.instagram.com/andreaschristensen3/,,,https://en.wikipedia.org/wiki/Andreas_Christensen
Jonathan Tah,https://www.transfermarkt.it/jonathan-tah/profil/spieler/196357,https://www.instagram.com/jonathantah_/,https://www.facebook.com/JonathanTah4,https://twitter.com/jonatah,https://en.wikipedia.org/wiki/Jonathan_Tah
Héctor Bellerín,https://www.transfermarkt.it/hector-bellerin/profil/spieler/191217,https://www.instagram.com/hectorbellerin/,https://www.facebook.com/HectorBellerin,https://twitter.com/HectorBellerin,https://en.wikipedia.org/wiki/Héctor_Bellerín
Clément Lenglet,https://www.transfermarkt.it/clement-lenglet/profil/spieler/182904,https://www.instagram.com/clement_lenglet/,https://www.facebook.com/clem.lenglet/,https://twitter.com/clement_lenglet,https://en.wikipedia.org/wiki/Clément_Lenglet
João Cancelo,https://www.transfermarkt.it/joao-cancelo/profil/spieler/182712,https://www.instagram.com/jpcancelo/,https://www.facebook.com/cancelooficial/,,https://en.wikipedia.org/wiki/João_Cancelo
Piotr Zielinski,https://www.transfermarkt.it/piotr-zielinski/profil/spieler/181136,https://www.instagram.com/zielu_94,https://www.facebook.com/zielu.94/,,https://en.wikipedia.org/wiki/Piotr_Zielinski
Michy Batshuayi,https://www.transfermarkt.it/michy-batshuayi/profil/spieler/179184,https://www.instagram.com/mbatshuayi/,https://www.facebook.com/batshuayiofficial/,https://twitter.com/mbatshuayi,https://en.wikipedia.org/wiki/Michy_Batshuayi
Eric Dier,https://www.transfermarkt.it/eric-dier/profil/spieler/175722,https://www.instagram.com/ericdier15/,https://www.facebook.com/EricDierOfficial/,https://twitter.com/ericdier,https://en.wikipedia.org/wiki/Eric_Dier
Marcelo Brozovic,https://www.transfermarkt.it/marcelo-brozovic/profil/spieler/156617,https://www.instagram.com/marcelo_brozovic/,https://www.facebook.com/MarceloBrozovicOfficial/,,https://en.wikipedia.org/wiki/Marcelo_Brozovic
Leon Goretzka,https://www.transfermarkt.it/leon-goretzka/profil/spieler/153084,https://www.instagram.com/leon_goretzka,https://www.facebook.com/LeonGoretzka/,,https://en.wikipedia.org/wiki/Leon_Goretzka
Alex Oxlade-Chamberlain,https://www.transfermarkt.it/alex-oxlade-chamberlain/profil/spieler/143424,https://www.instagram.com/alexoxchamberlain/,https://www.facebook.com/alexoxchamberlain,https://twitter.com/Alex_OxChambo,https://en.wikipedia.org/wiki/Alex_Oxlade-Chamberlain
Jesse Lingard,https://www.transfermarkt.it/jesse-lingard/profil/spieler/141660,https://www.instagram.com/jesselingard/,https://www.facebook.com/jesselingardofficial,https://twitter.com/JesseLingard,https://en.wikipedia.org/wiki/Jesse_Lingard
Allan,https://www.transfermarkt.it/allan/profil/spieler/126422,https://www.instagram.com/allanmarques91/,,,"https://en.wikipedia.org/wiki/Allan_(footballer,_born_1991)"
Suso,https://www.transfermarkt.it/suso/profil/spieler/111961,https://www.instagram.com/suso/,,https://twitter.com/suso30oficial,https://en.wikipedia.org/wiki/Suso_(footballer)
Granit Xhaka,https://www.transfermarkt.it/granit-xhaka/profil/spieler/111455,https://www.instagram.com/granitxhaka/,https://www.facebook.com/GranitXhaka/,,https://en.wikipedia.org/wiki/Granit_Xhaka
Stefan de Vrij,https://www.transfermarkt.it/stefan-de-vrij/profil/spieler/111196,https://www.instagram.com/Stefandevrij/,https://www.facebook.com/stefan.devrij,https://twitter.com/Stefandevrij,https://en.wikipedia.org/wiki/Stefan_de_Vrij
Stefan Savic,https://www.transfermarkt.it/stefan-savic/profil/spieler/107010,https://www.instagram.com/savkee15/,,,https://en.wikipedia.org/wiki/Stefan_Savic
Konstantinos Manolas,https://www.transfermarkt.it/konstantinos-manolas/profil/spieler/104752,https://www.instagram.com/kostasmanolas44/,,,https://en.wikipedia.org/wiki/Kostas_Manolas
Antonio Rüdiger,https://www.transfermarkt.it/antonio-rudiger/profil/spieler/86202,https://www.instagram.com/toniruediger/,https://www.facebook.com/toni.ruediger,https://twitter.com/ToniRuediger,https://en.wikipedia.org/wiki/Antonio_Rüdiger
Nemanja Matic,https://www.transfermarkt.it/nemanja-matic/profil/spieler/74683,https://www.instagram.com/nemanjamatic/,,https://twitter.com/NemanjaMatic,https://en.wikipedia.org/wiki/Nemanja_Matic
César Azpilicueta,https://www.transfermarkt.it/cesar-azpilicueta/profil/spieler/57500,https://www.instagram.com/cesarazpi/,https://www.facebook.com/CesarAzpilicuetaOficial/,https://twitter.com/CesarAzpi,https://en.wikipedia.org/wiki/César_Azpilicueta
Ilkay Gündogan,https://www.transfermarkt.it/ilkay-gundogan/profil/spieler/53622,https://www.instagram.com/ilkayguendogan/,https://www.facebook.com/IlkayGuendogan,https://twitter.com/IlkayGuendogan,https://en.wikipedia.org/wiki/Ilkay_Gündogan
Georginio Wijnaldum,https://www.transfermarkt.it/georginio-wijnaldum/profil/spieler/49499,https://www.instagram.com/gwijnaldum/,,https://twitter.com/GWijnaldum,https://en.wikipedia.org/wiki/Georginio_Wijnaldum
Javi Martínez,https://www.transfermarkt.it/javi-martinez/profil/spieler/44017,https://www.instagram.com/javi8martinez,https://www.facebook.com/javimartinez.oficial/,https://twitter.com/Javi8martinez,https://en.wikipedia.org/wiki/Javi_Martínez
Toby Alderweireld,https://www.transfermarkt.it/toby-alderweireld/profil/spieler/42710,https://www.instagram.com/tobyalderweireld/,https://www.facebook.com/alderweireldtoby4,https://twitter.com/AlderweireldTob,https://en.wikipedia.org/wiki/Toby_Alderweireld
Radja Nainggolan,https://www.transfermarkt.it/radja-nainggolan/profil/spieler/41982,https://www.instagram.com/radja_nainggolan_l4/,https://www.facebook.com/RadjaOfficial/,https://twitter.com/OfficialRadja,https://en.wikipedia.org/wiki/Radja_Nainggolan
Marco Reus,https://www.transfermarkt.it/marco-reus/profil/spieler/35207,https://www.instagram.com/marcinho11/,https://www.facebook.com/MarcoReus11,https://twitter.com/woodyinho,https://en.wikipedia.org/wiki/Marco_Reus
Jérôme Boateng,https://www.transfermarkt.it/jerome-boateng/profil/spieler/26485,https://www.instagram.com/jeromeboateng,https://www.facebook.com/JeromeBoateng17/,https://twitter.com/JB17Official,https://en.wikipedia.org/wiki/Jérôme_Boateng
Sergio Ramos,https://www.transfermarkt.it/sergio-ramos/profil/spieler/25557,https://www.instagram.com/sergioramos/,https://www.facebook.com/SergioRamosOficial/,https://twitter.com/SergioRamos,https://en.wikipedia.org/wiki/Sergio_Ramos
Karim Benzema,https://www.transfermarkt.it/karim-benzema/profil/spieler/18922,https://www.instagram.com/karimbenzema/,https://www.facebook.com/KarimBenzema/,https://twitter.com/Benzema,https://en.wikipedia.org/wiki/Karim_Benzema
Paulinho,https://www.transfermarkt.it/paulinho/profil/spieler/57229,https://www.instagram.com/paulinhop8/,https://www.facebook.com/paulinhop8/,https://twitter.com/paulinho,https://en.wikipedia.org/wiki/Paulinho_(footballer)
Tanguy Ndombélé,https://www.transfermarkt.it/tanguy-ndombele/profil/spieler/450936,https://www.instagram.com/ndombele_22/,,,https://en.wikipedia.org/wiki/Tanguy_Ndombele
Houssem Aouar,https://www.transfermarkt.it/houssem-aouar/profil/spieler/395693,https://www.instagram.com/houssem_aouar/,https://www.facebook.com/Houssem-Aouar-105670626964937/,https://twitter.com/HoussemAouar,https://en.wikipedia.org/wiki/Houssem_Aouar
Ryan Sessegnon,https://www.transfermarkt.it/ryan-sessegnon/profil/spieler/392775,https://www.instagram.com/ryansess/,,https://twitter.com/RyanSessegnon,https://en.wikipedia.org/wiki/Ryan_Sessegnon
Vinícius Júnior,https://www.transfermarkt.it/vinicius-junior/profil/spieler/371998,https://www.instagram.com/viniciusjunior/,https://facebook.com/viniiciusjunior11,https://twitter.com/vini11Oficial,https://en.wikipedia.org/wiki/Vinícius_Júnior
Mikel Oyarzabal,https://www.transfermarkt.it/mikel-oyarzabal/profil/spieler/351478,https://www.instagram.com/mikel10oyar/,,https://twitter.com/mikel10oyar,https://en.wikipedia.org/wiki/Mikel_Oyarzabal
Trent Alexander-Arnold,https://www.transfermarkt.it/trent-alexander-arnold/profil/spieler/314353,https://www.instagram.com/trentarnold66/,,https://twitter.com/trentaa98,https://en.wikipedia.org/wiki/Trent_Alexander-Arnold
Franck Kessié,https://www.transfermarkt.it/franck-kessie/profil/spieler/294808,https://www.instagram.com/franckkessie/,,,https://en.wikipedia.org/wiki/Franck_Kessié
Wilfred Ndidi,https://www.transfermarkt.it/wilfred-ndidi/profil/spieler/274839,https://www.instagram.com/ndidi25/,,https://twitter.com/Ndidi25,https://en.wikipedia.org/wiki/Wilfred_Ndidi
Andrew Robertson,https://www.transfermarkt.it/andrew-robertson/profil/spieler/234803,https://www.instagram.com/andyrobertson94/,,https://twitter.com/andrewrobertso5,https://en.wikipedia.org/wiki/Andrew_Robertson_(footballer)
Thomas,https://www.transfermarkt.it/thomas/profil/spieler/230784,https://www.instagram.com/thomaspartey5/,https://www.facebook.com/ThomasPartey5,https://twitter.com/thomaspartey22,https://en.wikipedia.org/wiki/Thomas_Partey
José Gayà,https://www.transfermarkt.it/jose-gaya/profil/spieler/221322,https://www.instagram.com/jose_gaya/,,https://twitter.com/jose_gaya,https://en.wikipedia.org/wiki/José_Luis_Gayà
Tiemoué Bakayoko,https://www.transfermarkt.it/tiemoue-bakayoko/profil/spieler/182618,https://www.instagram.com/bakayoko_official14/,https://www.facebook.com/Tiemoue.Bakayoko14/,,https://en.wikipedia.org/wiki/Tiémoué_Bakayoko
Andrea Belotti,https://www.transfermarkt.it/andrea-belotti/profil/spieler/167727,https://www.instagram.com/gallobelotti/,https://www.facebook.com/gallobelottiofficial/,https://twitter.com/gallobelotti,https://en.wikipedia.org/wiki/Andrea_Belotti
Felipe Anderson,https://www.transfermarkt.it/felipe-anderson/profil/spieler/159372,https://www.instagram.com/f_andersoon/,https://www.facebook.com/felipeanderson,https://twitter.com/F_Andersoon,https://en.wikipedia.org/wiki/Felipe_Anderson
Jordan Pickford,https://www.transfermarkt.it/jordan-pickford/profil/spieler/130164,https://www.instagram.com/jpickford1/,https://www.facebook.com/JordanPickfordOfficial/,https://twitter.com/JPickford1,https://en.wikipedia.org/wiki/Jordan_Pickford
Luis Alberto,https://www.transfermarkt.it/luis-alberto/profil/spieler/128220,https://www.instagram.com/10_luisalberto/,,,"https://en.wikipedia.org/.../Luis_Alberto_(footballer,_born_199..."
Kieran Trippier,https://www.transfermarkt.it/kieran-trippier/profil/spieler/95810,https://www.instagram.com/ktrippier2/,,https://twitter.com/trippier2,https://en.wikipedia.org/wiki/Kieran_Trippier
Pablo Sarabia,https://www.transfermarkt.it/pablo-sarabia/profil/spieler/74230,https://www.instagram.com/pablosarabia92/,,https://twitter.com/Pablosarabia92,https://en.wikipedia.org/wiki/Pablo_Sarabia
Nacho Fernández,https://www.transfermarkt.it/nacho-fernandez/profil/spieler/58884,https://www.instagram.com/nachofdez90/,https://www.facebook.com/Nachofernandeziglesiasoficial,https://twitter.com/nachofi1990,"https://en.wikipedia.org/wiki/Nacho_(footballer,_born_1990)"
Henrikh Mkhitaryan,https://www.transfermarkt.it/henrikh-mkhitaryan/profil/spieler/55735,https://www.instagram.com/micki_taryan/,https://www.facebook.com/HenrikhMkh/,https://twitter.com/HenrikhMkh,https://en.wikipedia.org/wiki/Henrikh_Mkhitaryan
Nicolás Otamendi,https://www.transfermarkt.it/nicolas-otamendi/profil/spieler/54781,https://www.instagram.com/nicolasotamendi30/,https://www.facebook.com/fcOtamendi,https://twitter.com/Notamendi30,https://en.wikipedia.org/wiki/Nicolás_Otamendi
Andrej Kramaric,https://www.transfermarkt.it/andrej-kramaric/profil/spieler/46580,https://www.instagram.com/andrejkramaric/,https://www.facebook.com/kramaric.andrej/,,https://en.wikipedia.org/wiki/Andrej_Kramaric
Leonardo Bonucci,https://www.transfermarkt.it/leonardo-bonucci/profil/spieler/39983,https://www.instagram.com/bonuccileo19/,https://www.facebook.com/bonuccileo19/,https://twitter.com/bonucci_leo19,https://en.wikipedia.org/wiki/Leonardo_Bonucci
Manuel Akanji,https://www.transfermarkt.it/manuel-akanji/profil/spieler/284730,https://www.instagram.com/obafemi_36/,https://www.facebook.com/manuelobafemiakanji/,https://twitter.com/obafemi_36,https://en.wikipedia.org/wiki/Manuel_Akanji
Iñigo Martínez,https://www.transfermarkt.it/inigo-martinez/profil/spieler/158863,https://www.instagram.com/inigomartinez/,https://www.facebook.com/InigoMartinezOficial/,https://twitter.com/InigoMartinez,https://en.wikipedia.org/wiki/Iñigo_Martínez
Lucas Moura,https://www.transfermarkt.it/lucas-moura/profil/spieler/77100,https://www.instagram.com/lucasmoura7/,https://www.facebook.com/lucasmoura,https://twitter.com/LucasMoura7,https://en.wikipedia.org/wiki/Lucas_Moura
Jan Vertonghen,https://www.transfermarkt.it/jan-vertonghen/profil/spieler/43250,https://www.instagram.com/jvertonghen/,https://www.facebook.com/JanVertonghen/,https://twitter.com/JanVertonghen,https://en.wikipedia.org/wiki/Jan_Vertonghen
Maximiliano Gómez,https://www.transfermarkt.it/maximiliano-gomez/profil/spieler/396894,https://www.instagram.com/maxi_gomez9/,,https://twitter.com/gomez_maxi9,https://en.wikipedia.org/wiki/Maxi_Gómez
Carlos Soler,https://www.transfermarkt.it/carlos-soler/profil/spieler/372246,https://www.instagram.com/carlos10soler/,https://www.facebook.com/carlossoleroficial/,https://twitter.com/Carlos10Soler,https://en.wikipedia.org/wiki/Carlos_Soler_(footballer)
Giovani Lo Celso,https://www.transfermarkt.it/giovani-lo-celso/profil/spieler/348795,https://www.instagram.com/locelsogiovani/,,https://twitter.com/LoCelsoGiovani,https://en.wikipedia.org/wiki/Giovani_Lo_Celso
Dayot Upamecano,https://www.transfermarkt.it/dayot-upamecano/profil/spieler/344695,https://www.instagram.com/upamecano_5/,,,https://en.wikipedia.org/wiki/Dayot_Upamecano
Yerry Mina,https://www.transfermarkt.it/yerry-mina/profil/spieler/289446,https://www.instagram.com/yerrymina/,https://www.facebook.com/yerryminaofficial/,,https://en.wikipedia.org/wiki/Yerry_Mina
Eric Bailly,https://www.transfermarkt.it/eric-bailly/profil/spieler/286384,https://www.instagram.com/ericbailly24/,https://www.facebook.com/EricBailly24/?fref=ts,https://twitter.com/ericbailly24,https://en.wikipedia.org/wiki/Eric_Bailly
Presnel Kimpembe,https://www.transfermarkt.it/presnel-kimpembe/profil/spieler/282041,https://www.instagram.com/kimpembe3/,https://www.facebook.com/presnelkimpembeofficial/,https://twitter.com/kimpembe_3,https://en.wikipedia.org/wiki/Presnel_Kimpembe
Álvaro Odriozola,https://www.transfermarkt.it/alvaro-odriozola/profil/spieler/280730,https://www.instagram.com/alvaroodriozola/,https://www.facebook.com/odriozolaoficial/,https://twitter.com/alvaroodriozola,https://en.wikipedia.org/wiki/Álvaro_Odriozola
Ángel Correa,https://www.transfermarkt.it/angel-correa/profil/spieler/266807,https://www.instagram.com/angelcorrea32/,,https://twitter.com/AngelCorrea32,https://en.wikipedia.org/wiki/Ángel_Correa
Aleksandr Golovin,https://www.transfermarkt.it/aleksandr-golovin/profil/spieler/263918,https://www.instagram.com/alex_golovin17/,,,https://en.wikipedia.org/wiki/Aleksandr_Golovin_(footballer)
Gelson Martins,https://www.transfermarkt.it/gelson-martins/profil/spieler/257448,https://www.instagram.com/gelsondany77/,https://www.facebook.com/GelsonMartinsOfficial77/,https://twitter.com/GelsonMartins_,https://en.wikipedia.org/wiki/Gelson_Martins
Nicolò Barella,https://www.transfermarkt.it/nicolo-barella/profil/spieler/255942,https://www.instagram.com/nicolo_barella/,,,https://en.wikipedia.org/wiki/Nicolò_Barella
Iñaki Williams,https://www.transfermarkt.it/inaki-williams/profil/spieler/255508,https://www.instagram.com/williaaaams11/,https://www.facebook.com/inakiwilliamsoficial/,https://twitter.com/Williaaams45,https://en.wikipedia.org/wiki/Iñaki_Williams
Keita Baldé,https://www.transfermarkt.it/keita-balde/profil/spieler/238752,https://www.instagram.com/keitabaldeofficial/,https://www.facebook.com/KeitaBaldeD/,https://twitter.com/KeitaBalde,https://en.wikipedia.org/wiki/Keita_Baldé
Nélson Semedo,https://www.transfermarkt.it/nelson-semedo/profil/spieler/231572,https://www.instagram.com/nelsonsemedo50/,https://www.facebook.com/OficialNelsonSemedo/,https://twitter.com/_nelsonsemedo_,https://en.wikipedia.org/wiki/Nélson_Semedo
Thilo Kehrer,https://www.transfermarkt.it/thilo-kehrer/profil/spieler/228948,https://www.instagram.com/thilokehrer/,https://www.facebook.com/ThiloKehrer20/,https://twitter.com/KehrerThilo,https://en.wikipedia.org/wiki/Thilo_Kehrer
Hakim Ziyech,https://www.transfermarkt.it/hakim-ziyech/profil/spieler/217111,https://www.instagram.com/hziyech/,https://www.facebook.com/officialhziyech/,,https://en.wikipedia.org/wiki/Hakim_Ziyech
André Silva,https://www.transfermarkt.it/andre-silva/profil/spieler/198008,https://www.instagram.com/andresilva9/,https://www.facebook.com/andresilva49/,https://twitter.com/andrevsilva19,"https://en.wikipedia.org/.../André_Silva_(footballer,_born_1995..."
Ante Rebic,https://www.transfermarkt.it/ante-rebic/profil/spieler/187587,https://www.instagram.com/anterebic/,,,https://en.wikipedia.org/wiki/Ante_Rebic
Jean Michaël Seri,https://www.transfermarkt.it/jean-michael-seri/profil/spieler/178614,https://www.instagram.com/mika_seri6/,,,https://en.wikipedia.org/wiki/Jean_Michaël_Seri
Serge Gnabry,https://www.transfermarkt.it/serge-gnabry/profil/spieler/159471,https://www.instagram.com/sergegnabry#,https://www.facebook.com/SergeGnabry,https://twitter.com/SergeGnabry,https://en.wikipedia.org/wiki/Serge_Gnabry
Wissam Ben Yedder,https://www.transfermarkt.it/wissam-ben-yedder/profil/spieler/146854,https://www.instagram.com/wissbenyedder/,https://www.facebook.com/wby10,https://twitter.com/WissBenYedder,https://en.wikipedia.org/wiki/Wissam_Ben_Yedder
Wilfried Zaha,https://www.transfermarkt.it/wilfried-zaha/profil/spieler/145988,https://www.instagram.com/wilfriedzaha/,https://www.facebook.com/Wilfriedzaha,https://twitter.com/wilfriedzaha,https://en.wikipedia.org/wiki/Wilfried_Zaha
Alessandro Florenzi,https://www.transfermarkt.it/alessandro-florenzi/profil/spieler/130365,https://www.instagram.com/florenzipertelethon/,https://www.facebook.com/AlessandroFlorenzi/,https://twitter.com/Florenzi,https://en.wikipedia.org/wiki/Alessandro_Florenzi
Geoffrey Kondogbia,https://www.transfermarkt.it/geoffrey-kondogbia/profil/spieler/127189,https://www.instagram.com/geoffreykondogbia/,https://www.facebook.com/kondogbia.geoffrey/,https://twitter.com/Geo_Kondogbia,https://en.wikipedia.org/wiki/Geoffrey_Kondogbia
Paco Alcácer,https://www.transfermarkt.it/paco-alcacer/profil/spieler/126716,https://www.instagram.com/paco93alcacer/,https://www.facebook.com/paco93alcacer/,https://twitter.com/paco93alcacer,https://en.wikipedia.org/wiki/Paco_Alcácer
Willian José,https://www.transfermarkt.it/willian-jose/profil/spieler/122155,https://www.instagram.com/willianjose/,,https://twitter.com/willianjose19,https://en.wikipedia.org/wiki/Willian_José
Emre Can,https://www.transfermarkt.it/emre-can/profil/spieler/119296,https://www.instagram.com/ec2323/,https://www.facebook.com/EmreCoskunOficial/,https://twitter.com/emrecan_,https://en.wikipedia.org/wiki/Emre_Can
Ander Herrera,https://www.transfermarkt.it/ander-herrera/profil/spieler/99343,https://www.instagram.com/anderherrera/,https://www.facebook.com/anderherrera/,https://twitter.com/AnderHerrera,https://en.wikipedia.org/wiki/Ander_Herrera
Gylfi Sigurdsson,https://www.transfermarkt.it/gylfi-sigurdsson/profil/spieler/90466,https://www.instagram.com/gylfisig23/,,,https://en.wikipedia.org/wiki/Gylfi_Sigurðsson
Julian Draxler,https://www.transfermarkt.it/julian-draxler/profil/spieler/85148,https://www.instagram.com/draxlerofficial/,https://www.facebook.com/juliandraxler,,https://en.wikipedia.org/wiki/Julian_Draxler
Victor Wanyama,https://www.transfermarkt.it/victor-wanyama/profil/spieler/77760,https://www.instagram.com/victorwanyama/,,https://twitter.com/VictorWanyama,https://en.wikipedia.org/wiki/Victor_Wanyama
Steven Nzonzi,https://www.transfermarkt.it/steven-nzonzi/profil/spieler/73734,https://www.instagram.com/iamnzonzi15/,https://www.facebook.com/snzonzi/,,https://en.wikipedia.org/wiki/Steven_Nzonzi
Dries Mertens,https://www.transfermarkt.it/dries-mertens/profil/spieler/56416,https://www.instagram.com/driesmertens,https://www.facebook.com/MertensOfficial,https://twitter.com/dries_mertens14,https://en.wikipedia.org/wiki/Dries_Mertens
Diego Godín,https://www.transfermarkt.it/diego-godin/profil/spieler/54928,https://www.instagram.com/diegogodin/,https://www.facebook.com/diegogodin02/,https://twitter.com/diegogodin,https://en.wikipedia.org/wiki/Diego_Godín
Mateo Kovacic,https://www.transfermarkt.it/mateo-kovacic/profil/spieler/51471,https://www.instagram.com/mateokovacic8/,https://www.facebook.com/MateoKovacic/,https://twitter.com/Mateo_Kova23,https://en.wikipedia.org/wiki/Mateo_Kovacic
Danny Rose,https://www.transfermarkt.it/danny-rose/profil/spieler/50174,,,,"https://en.wikipedia.org/.../Danny_Rose_(footballer,_born_199..."
Juan Mata,https://www.transfermarkt.it/juan-mata/profil/spieler/44068,https://www.instagram.com/juanmatagarcia,https://www.facebook.com/JuanMataOficial/,https://twitter.com/juanmata8,https://en.wikipedia.org/wiki/Juan_Mata
Marek Hamsik,https://www.transfermarkt.it/marek-hamsik/profil/spieler/38593,https://www.instagram.com/marek_hamsik_17_official/,https://www.facebook.com/marekhamsikofficial17/,,https://en.wikipedia.org/wiki/Marek_Hamšík
David Silva,https://www.transfermarkt.it/david-silva/profil/spieler/35518,https://www.instagram.com/david21lva/,https://www.facebook.com/davidsilvaoficial,https://twitter.com/21LVA,https://en.wikipedia.org/wiki/David_Silva
Axel Witsel,https://www.transfermarkt.it/axel-witsel/profil/spieler/35047,https://www.instagram.com/axelwitsel28,https://www.facebook.com/axelwitsel28/,https://twitter.com/axelwitsel28,https://en.wikipedia.org/wiki/Axel_Witsel
Blaise Matuidi,https://www.transfermarkt.it/blaise-matuidi/profil/spieler/33923,https://www.instagram.com/blaisematuidiofficiel/,https://www.facebook.com/BlaiseMatuidiOfficiel/,https://twitter.com/MATUIDIBlaise,https://en.wikipedia.org/wiki/Blaise_Matuidi
Hugo Lloris,https://www.transfermarkt.it/hugo-lloris/profil/spieler/17965,https://www.instagram.com/iamhugolloris/,,,https://en.wikipedia.org/wiki/Hugo_Lloris
Manuel Neuer,https://www.transfermarkt.it/manuel-neuer/profil/spieler/17259,https://www.instagram.com/manuelneuer/,https://www.facebook.com/manuel.neuer/,https://twitter.com/Manuel_Neuer,https://en.wikipedia.org/wiki/Manuel_Neuer
James Maddison,https://www.transfermarkt.it/james-maddison/profil/spieler/294057,https://www.instagram.com/madders/,,https://twitter.com/Madders10,https://en.wikipedia.org/wiki/James_Maddison
Lorenzo Pellegrini,https://www.transfermarkt.it/lorenzo-pellegrini/profil/spieler/286297,https://www.instagram.com/lorepelle7/,,https://twitter.com/LorePelle7,https://en.wikipedia.org/wiki/Lorenzo_Pellegrini
Rúben Dias,https://www.transfermarkt.it/ruben-dias/profil/spieler/258004,https://www.instagram.com/rubendias/,https://www.facebook.com/RubenDias66/,,https://en.wikipedia.org/wiki/Rúben_Dias
Joe Gomez,https://www.transfermarkt.it/joe-gomez/profil/spieler/256178,https://www.instagram.com/joegomez5/,https://www.facebook.com/JoeGomez5Official/,https://twitter.com/J_Gomez97,https://en.wikipedia.org/wiki/Joe_Gomez_(footballer)
Rony Lopes,https://www.transfermarkt.it/rony-lopes/profil/spieler/174694,https://www.instagram.com/ronylopes10/,https://www.facebook.com/ronylopesoficial,https://twitter.com/Rony10Lopes,https://en.wikipedia.org/wiki/Rony_Lopes
Alassane Plea,https://www.transfermarkt.it/alassane-plea/profil/spieler/167329,https://www.instagram.com/alasplea/,https://www.facebook.com/alassanepleaa/,https://twitter.com/alassane_plea,https://en.wikipedia.org/wiki/Alassane_Pléa
Rafinha,https://www.transfermarkt.it/rafinha/profil/spieler/129473,https://www.instagram.com/rafinhaaa93/,https://www.facebook.com/rafinhalcantara,https://twitter.com/R13_official,"https://en.wikipedia.org/wiki/Rafinha_(footballer,_born_February_1993)"
Juan Cuadrado,https://www.transfermarkt.it/juan-cuadrado/profil/spieler/91970,https://www.instagram.com/cuadrado/,https://www.facebook.com/OficialCuadrado/,https://twitter.com/Cuadrado,https://en.wikipedia.org/wiki/Juan_Cuadrado
Oscar,https://www.transfermarkt.it/oscar/profil/spieler/85314,https://www.instagram.com/oscar_emboaba/,https://www.facebook.com/oscaroficial/,https://twitter.com/oscar8,"https://en.wikipedia.org/wiki/Oscar_(footballer,_born_1991)"
Kevin Strootman,https://www.transfermarkt.it/kevin-strootman/profil/spieler/68864,https://www.instagram.com/kevinstrootman/,https://www.facebook.com/StrootmanOfficial,https://twitter.com/Kevin_strootman,https://en.wikipedia.org/wiki/Kevin_Strootman
Jordan Henderson,https://www.transfermarkt.it/jordan-henderson/profil/spieler/61651,https://www.instagram.com/jhenderson/,https://www.facebook.com/Jordan-Henderson-180362872019250/,https://twitter.com/JHenderson,https://en.wikipedia.org/wiki/Jordan_Henderson
Cengiz Ünder,https://www.transfermarkt.it/cengiz-under/profil/spieler/341647,https://www.instagram.com/cengizunder,https://www.facebook.com/CengizUnder10/,https://twitter.com/cengizunder,https://en.wikipedia.org/wiki/Cengiz_Ünder
Hakan Calhanoglu,https://www.transfermarkt.it/hakan-calhanoglu/profil/spieler/126414,https://www.instagram.com/hakancalhanoglu,https://www.facebook.com/hakancalhanogluofficial,https://twitter.com/hakanc10,https://en.wikipedia.org/wiki/Hakan_Çalhanoglu
Bruno Fernandes,https://www.transfermarkt.it/bruno-fernandes/profil/spieler/240306,https://www.instagram.com/brunofernandes.10/,https://www.facebook.com/BrunoFernandesOfficial/,https://twitter.com/Bruno_Caboclo,"https://en.wikipedia.org/wiki/Bruno_Fernandes_(footballer,_born_1994)"
Yacine Brahimi,https://www.transfermarkt.it/yacine-brahimi/profil/spieler/60517,https://www.instagram.com/brahimiofficiel/,https://www.facebook.com/OfficielBrahimi/,https://twitter.com/BrahimiOfficial,https://en.wikipedia.org/wiki/Yacine_Brahimi
David Neres,https://www.transfermarkt.it/david-neres/profil/spieler/469822,https://www.instagram.com/davidneres/,https://www.facebook.com/neresdavid/,,https://en.wikipedia.org/wiki/David_Neres
Paulinho,https://www.transfermarkt.it/paulinho/profil/spieler/428791,https://www.instagram.com/paulinhoph7/,https://facebook.com/PaulinhoPH7oficial/,https://twitter.com/paulinho,https://it.wikipedia.org/wiki/Paulinho_(calciatore_2000)
